name,Overall Rating
Mattias Bjärsmyr ,71
Graham Zusi ,71
Patricio Rodríguez ,71
José Mauri ,71
Nicklas Bärkroth ,71
José Antonio Madueña ,71
Efraín Juárez ,71
Pierre Bengtsson ,71
Maxime Barthelmé ,71
Carlos Castro García ,71
Kieran Dowell ,71
Tomasz Kuszczak ,71
Dong Won Ji ,71
Valentinos Sielis ,71
Gustav Valsvik ,71
Nuno Henrique Gonçalves Nogueira ,71
Abdulmalek Al Khaibari ,71
Mattia Sprocati ,71
Lin Gao ,71
Costel Pantilimon ,71
Bart Nieuwkoop ,71
Hassane Bandé ,71
Sascha Riether ,71
Long Tan ,71
Erick Aguirre ,71
Eduardo José Borges Machado ,71
Álvaro José Jiménez Guerrero ,71
Marco Knaller ,71
José Raúl Baena Urdiales ,71
Jason Shackell ,71
Emanuel Insúa ,71
Lee Tomlin ,71
Gabriele Angella ,71
Diederik Boer ,71
Bilal Başaçıkoğlu ,71
Javier Correa ,71
Shaleum Logan ,71
Stefan Frei ,71
Daniel Hernández ,71
Joel Silva ,71
Mads Fenger ,71
Dieumerci Ndongala ,71
Tornike Okriashvili ,71
Nathan Allan de Souza ,71
Jonathan Martins Pereira ,71
Louis Moult ,71
Martín Barragán ,71
Hugo González ,71
Carlos Fierro ,71
Fegor Ogude ,71
Bruno Daniel Castro Moreira ,71
Ignacio Canuto ,71
Alexandr Sapeta ,71
Justin Morrow ,71
Massimo Bruno ,71
Viðar Örn Kjartansson ,71
Manuel Castellano Castro ,71
Amir Abrashi ,71
Rafael Czichos ,71
Jesús Manuel Santana Abreu ,71
Fernando Zuqui ,71
Jon Ander Garrido Moracia ,71
Jonathan González ,71
Jordan Obita ,71
Elson Ferreira de Souza ,71
Jonathan Ikoné ,71
Tim Ream ,71
Gyrano Kerk ,71
Brice Dja Djédjé ,71
Ebenezer Ofori ,71
Luís Miguel Vieira da Silva ,71
Carlos Pita González ,71
Thomas Buffel ,71
Adeilson Daniel Gesser Esser ,71
Sebastien Dewaest ,71
Roderick J. Gonçalves Miranda ,71
Khalifa Sankaré ,71
Roman Zozulya ,71
Ramahlwe Mphahlele ,71
João Miguel Macedo da Silva ,71
Bengali-Fodé Koita ,71
Marvin Knoll ,71
Heltinho Melo Chaves ,71
Jonas Welson Orsi de Meneses ,71
Davide Brivio ,71
Pablo Barrera ,71
Lucas Höler ,71
Rogério de A. S. Coutinho ,71
Kenan Kodro ,71
Xizhe Zhang ,71
Vitor Hugo Gomes da Silva ,71
Vincent Le Goff ,71
Raúl Albentosa Redal ,71
Saîf-Eddine Khaoui ,71
Henok Goitom ,71
Serdar Kurtuluş ,71
Julián Velázquez ,71
Crislan da Silva de Souza ,71
Rade Krunić ,71
Artur Jędrzejczyk ,71
Jelle Van Damme ,71
Abdenasser El Khayati ,71
Alfonso Parot ,71
Josh Onomah ,71
Ruben Yttergård Jenssen ,71
Marco Hartmann ,71
Amr Warda ,71
Domilson Cordeiro dos Santos ,71
Bakaye Dibassy ,71
Miiko Albornoz ,71
Liam Boyce ,71
Josh Scowen ,71
Elvis Perlaza ,71
Hugo Adryan Rubiães Chaves ,71
Vital Nsimba ,71
Emerson Maicon Avintes Reis ,71
Halil Altıntop ,71
Rachid Alioui ,71
Johan Dahlin ,71
Martin Victor Cordeia Damasco ,71
Oriol Rosell Argerich ,71
Daniel Larsson ,71
Iker Guarrotxena Vallejo ,71
Ernest Asante ,71
Nélson Macedo Monte ,71
Lee Cattermole ,71
Hervé Kage ,71
John Egan ,71
Florent Mollet ,71
Lucas Olaza ,71
Carl Jenkinson ,71
Pablo Ledesma ,71
Kasim Adams Nuhu ,71
Steven Naismith ,71
Rick van Drongelen ,71
Fredrik Jensen ,71
Jerónimo Figueroa Cabrera ,71
Ignacio Gil ,71
Odsonne Edouard ,71
Moreno Costanzo ,71
Leroy George ,71
Bekim Balaj ,71
Benedikt Röcker ,71
Flavien Tait ,71
Yeimar Gómez Andrade ,71
Jair Palacios ,71
Carlos Henao ,71
Paweł Olkowski ,71
Rodrigo Gómez ,71
Marco Caligiuri ,71
Rafael Garcia Tonioli Defendi ,71
Justin Hoogma ,71
Marlion Rômulo Rolim Nascimento ,71
Wout Brama ,71
René Román Hinojo ,71
Darwin Quintero ,71
Abdoulaye Bamba ,71
Erick Torres ,71
Romell Quioto ,71
Thomas Didillon ,71
Aziz Bouhaddouz ,71
Sergey Tkachev ,71
Sebastián Ubilla ,71
Yann Karamoh ,71
Youssef En-Nesyri ,71
Jeison Lucumi ,71
Alan Baró Calabuig ,71
Deni Alar ,71
Stole Dimitrievski ,71
Elton Matheus Bessa Acuna ,71
Ben Marshall ,71
Nathaniel Mendez-Laing ,71
Mats Møller Dæhli ,71
Stanislav Manolev ,71
Ghislain Gimbert ,71
Milan Gajić ,71
John Boye ,71
Jack Colback ,71
Ákos Elek ,71
Juan Ignacio Gomez ,71
Andreas Gianniotis ,71
Henry Martín ,71
Alan Judge ,71
Fabian Klos ,71
Kenny McLean ,71
William Dutoit ,71
Matteo Ardemagni ,71
Alex Pearce ,71
Diego Fabbrini ,71
Filippo Falco ,71
Robert Skov ,71
Michaël Ciani ,71
Bradley Dack ,71
Teemu Pukki ,71
Oscar Jiménez ,71
Alejandro Rodríguez de Miguel ,71
Michele Castagnetti ,71
Mateo García ,71
Veli Kavlak ,71
Tommy Elphick ,71
Alexandr Sukhov ,71
Larrys Mabiala ,71
Ruben Alexandre Rocha Lima ,71
Yunis Abdelhamid ,71
Roberto Insigne ,71
Patricio Rubio ,71
Túlio Sebastião Sandoiro Baumer ,71
Maurizio Domizzi ,71
Gaston Brugman ,71
Florent Balmont ,71
Denis Bouanga ,71
Michael Olunga Ogada ,71
Philip Heise ,71
Gerard Gumbau Garriga ,71
Clifford Aboagye ,71
Tom Trybull ,71
Hussain Al Moqahwi ,71
Steven Fletcher ,71
Mert Günok ,71
Scott Malone ,71
Neil Etheridge ,71
Koray Günter ,71
Slobodan Medojević ,71
Thomas Touré ,71
Konstantin Kerschbaumer ,71
Martín Aguirregabiria ,71
Timothy Derijck ,71
Dame N'Doye ,71
Abdul Khalili ,71
Carlos Vinícius Santos de Jesús ,71
Ergys Kaçe ,71
Ibrahim Sangaré ,71
Sean Klaiber ,71
Jérémie Boga ,71
Marvin Ducksch ,71
Grigoriy Morozov ,71
Neil Taylor ,71
Giannis Anestis ,71
Diego Contento ,71
Marko Vešović ,71
Dimitri Foulquier ,71
Henrik Dalsgaard ,71
Tristan Dingomé ,71
Víctor Guzmán ,71
Paul Coutts ,71
Aaron Long ,71
Syam Ben Youssef ,71
Ambroise Oyongo ,71
Sinan Bolat ,71
Alexandru Ionuţ Mitriţă ,71
Alejandro López Sánchez ,71
Hernán Santana Trujillo ,71
Faris Haroun ,71
Payam Sadeghian ,71
Birkir Bjarnason ,71
Felipe Campos ,71
Christian Rivera Hernández ,71
André Mikael Milazar Santoso ,71
Maxime Colin ,71
James Troisi ,71
Florian Jozefzoon ,71
Steven Moreira ,71
Dairon Mosquera ,71
Søren Rieks ,71
Shaun Williams ,71
Egemen Korkmaz ,71
Jackson Irvine ,71
Clément Michelin ,71
Bilal Kısa ,71
Andre Wisdom ,71
Peter Ankersen ,71
Allano Brendon de Souza Lima ,71
Waldemar Sobota ,71
Iasmin Latovlevici ,71
Denis Stracqualursi ,71
Chris Maxwell ,71
Braulio Leal ,71
Yevhen Makarenko ,71
Alberto Brignoli ,71
Fernando Navarro ,71
Andrés Rentería ,71
Cleider Alzáte ,71
André Campos Moreira ,71
Cristian Villagra ,71
Ceyhun Gülselam ,71
Alexandre Coeff ,71
Soon Hyung Kwon ,71
Mohammed Al Buraik ,71
William Rémy ,71
Lucas Wílchez ,71
Néstor Camacho ,71
Tom Beugelsdijk ,71
Sebastián Rincón ,71
Wiliam Carlos Santoso Sampaio ,71
Kyle Lafferty ,71
Jasmin Fejzić ,71
André Filipe Ribeiro Leão ,71
Damien Marcq ,71
Greg Garza ,71
Alejandro Pérez Navarro ,71
Yacouba Sylla ,71
Laurent Jans ,71
Loret Sadiku ,71
Lorenzo Reyes ,71
Nahki Wells ,71
Emanuel Loeschbor ,71
Thiago Rangel Cionek ,71
Aljaž Struna ,71
Kolbeinn Sigþórsson ,71
Evandro Goebel ,71
Marcus Rohdén ,71
Thomas Kessler ,71
Mark Beevers ,71
Rafik Halliche ,71
Ezequiel Luna ,71
Ousmane Coulibaly ,71
Zinho Gano ,71
Bartosz Kapustka ,71
Claud Adjapong ,71
Umut Bozok ,71
Hyun Soo Hwang ,71
Eduardo López ,71
Berkay Özcan ,71
Patrick Bamford ,71
Raúl López ,71
Facundo Monteseirín ,71
Moisés Muñoz ,71
Edson Gérson Torres Guerra ,71
Fabian Giefer ,71
Mamadou Sylla ,71
Dmitriy Belorukov ,71
Lucero Álvarez ,71
Wil Trapp ,72
David Costas Cordal ,71
Donis Avdijaj ,71
Jack Stephens ,71
Benjamín Vidal ,71
Amilton Minervino da Silva ,71
Joia Nuno Da Costa ,71
Michael Hector ,71
Facundo Erpen ,71
Fernando Meza ,71
Damián Lemos ,71
Marcelo Silva ,71
Marco Terrazzino ,71
Alexandre Moreno Lopera ,71
Alex Ferrari ,71
Pietro Iemmello ,71
Andrés Correa ,71
Maximiliano Cerato ,71
Walter Montoya ,71
Aaron Meijers ,71
Rene Krhin ,71
Yohan Croizet ,71
Bartłomiej Drągowski ,71
Seung Hyun Jeong ,71
Eduardo Tercero ,71
McDonald Mariga ,71
Joost van Aken ,71
Sebastián Vegas ,71
Chris Wondolowski ,71
Aly Cissokho ,71
Jin Hyeon Kim ,71
Héctor Hernández Ortega ,71
Issa Cissokho ,71
Adryan Oliveira Tavares ,71
José Cevallos ,71
Lucas Acosta ,71
Douglas Chagas Matos ,71
Robin Gosens ,71
Erton Fejzullahu ,71
David Marshall ,71
Steve Clark ,71
Killian Overmeire ,71
Gonçalo Filipe Oliveira Silva ,71
Carlos Arboleda ,71
Andrei Girotto ,71
José Rojas ,71
Bakary Saré ,71
Leonardo Gil ,71
Antonio Campillo Medina ,71
Gibrán Lajud ,71
Marcus Bettinelli ,71
Bismar Acosta ,71
Luciano Lollo ,71
Iliass Bel Hassani ,71
Márcio Anderson Tramontino Sá ,71
Seth De Witte ,71
Il Lok Yun ,71
Tomasz Kędziora ,71
Magnus Wolff Eikrem ,71
Antonio Jesús Cotán Pérez ,71
Hyeon Mu Kang ,71
Ilya Abaev ,71
Enock Kofi Adu ,71
Luca Antei ,71
Renato Verenas ,71
Sun Tae Kwoun ,71
Navarone Foor ,71
Valerio Verre ,71
Danilo Teodoro Soares ,71
Robert Herrera ,71
Mbilla Etame ,71
Jamie Murphy ,71
Carlos Salcido ,71
Albert Dorca Maso ,71
Lebogang Phiri ,71
Rodrigo Defendi ,71
Gonçalo Jardim Brandão ,71
Ryan Bennett ,71
Joe Bennett ,71
Tony Josimar Mutto Abrão ,71
Maxime Dupé ,71
Nick Rimando ,71
Miloš Krasić ,71
Miguel Samudio ,71
Lucas Melano ,71
Fahed Al Berahim ,71
Nicolás Milesi ,71
Marin Leovac ,71
Fernando Canesín Matos ,71
Rafael Baca ,71
Peter Olayinka ,71
Johan Wiland ,71
Emanuel Reynoso ,71
Yevhen Shakhov ,71
Thomas Rogne ,71
Rens van Eijden ,71
Daniel Heuer Fernandes ,71
Alexander Sørloth ,71
Josip Elez ,71
Angelo Fulgini ,71
Magnus Troest ,71
Alexandr Zotov ,71
Joel Castro Pereira ,71
Theoson Jordan Siebatcheu ,71
Victorien Angban ,71
Sebastian Lletget ,71
Cuco Martina ,71
Alex Wilkinson ,71
Luís Miguel Lopes Mendes ,71
Ben Rienstra ,71
Mario Vrančić ,71
Martin Hansen ,71
Gennaro Scognamiglio ,71
Rodrigo Millar ,71
Jan-Ingwer Callsen-Bracker ,71
Jean-Eudes Aholou ,71
Danny Vukovic ,71
Lucas Licht ,71
Juan Camilo Hernández ,71
Giorgi Chanturia ,71
Sebastián Palacios ,71
José Ángel Esmoris Tasende ,71
Gustavo Blanco Leschuk ,71
Maciej Rybus ,71
C.J. Sapong ,71
Stefan Lainer ,71
Nir Bitton ,71
Abdullah Ateef ,71
Emmanuel García ,71
Liam Bridcutt ,71
Duje Ćaleta-Car ,71
Luis Caicedo ,71
Romaine Sawyers ,71
Sercan Yıldırım ,71
Yordy Reyna ,71
Nereo Champagne ,71
Hicham Faik ,71
Fábio Pereira da Silva ,71
Hichem Belkaroui ,71
Brian Hämäläinen ,71
Charlie Mulgrew ,71
Declan Rudd ,71
Abdul Aziz Tetteh ,71
Luis Pedro Cavanda ,71
Patrick De Oliveira Vieira ,71
Ailton Ferreira Silva ,71
Esteban Conde ,71
Nicolás Pasquini ,71
Robin Koch ,71
Fernando H. Boldrin ,71
Maximiliano Rodriguez ,71
Ken Sema ,71
Rolando García Guerreño ,71
Alex Martin Frandeira Álvares ,71
Nathael Walter Silbeira Caeiro ,71
Sami Allagui ,71
Simone Colombi ,71
Alexander Tettey ,71
Pablo Galdames ,71
Collins Fai ,71
Grant Hanley ,71
Mikkel Rygaard ,71
Jacinto Muondo Dala ,71
Martin Männel ,71
Idrissa Sylla ,71
Cristian López Santamaría ,71
Eduardo Flávio Fonseira Meire ,71
Micah Richards ,71
Alexander Kačaniklić ,71
Johann Ramaré ,71
Iñigo Eguaras Álvarez ,71
Sander Berge ,71
Stephan Fürstner ,71
Nuno André da Silva Coelho ,71
Philipp Klingmann ,71
Óscar Pérez ,71
Jorge Benítez ,71
Alexandr Kolomeytsev ,71
Yoshimar Yotún ,71
Gyasi Zardes ,71
Vágner Joshua Corraldo Santoso ,71
Luis Eduardo Delgado Pacheco ,71
Christopher Samba ,71
Daniel Sjölund ,71
Alberto Zapater Arjol ,71
Anders Trondsen ,70
Jón Daði Böðvarsson ,70
Allison Alan Sireo Milazar ,70
Noah Joel Sarenren Bazee ,70
Zoltán Stieber ,70
Olcan Adın ,70
Gaëtan Hendrickx ,70
Jan Hochscheidt ,70
Ólafur Ingi Skúlason ,70
Emmanuel Hackman ,70
Leonardo Koutris ,70
Peter Niemeyer ,70
Kamil Ahmet Çörekçi ,70
Stephen Kingsley ,70
Dominic Solanke ,70
Diego de Buen ,70
Frédéric Veseli ,70
Milton Valenzuela ,70
Ayrton Preciado ,70
Ivan Paurević ,70
Luiz Phellype Luciano Silva ,70
Carlos Filipe Fonseca Chaby ,70
Juan Villota ,70
Juan Carlos Valenzuela ,70
Aboubakar Kamara ,70
Thibault Giresse ,70
Farid Boulaya ,70
Gerrit Holtmann ,70
Dennis Geiger ,70
Luis Pedro Figueroa ,70
Francesco Zampano ,70
Jonjoe Kenny ,70
Marc Wilson ,70
Artur Sobiech ,70
Alhassane Bangoura ,70
Jamie Maclaren ,70
Axel Méyé ,70
George Friend ,70
Benjamin Leroy ,70
Ángel Sepúlveda ,70
Soner Aydoğdu ,70
Mario Sampirisi ,70
Cristian Higuita ,70
Ricardo Silas Guerreda Vilela ,70
Ádám Bogdán ,70
Jorge Correa ,70
Bruno Vinícius Souza Ramos ,70
Nicolás Peric ,70
Tim Knipping ,70
Morten Thorsby ,70
Emanuel Aguilera ,70
Liam Ridgewell ,70
Toshihiro Aoyama ,70
Roger Assalé ,70
Marcus Olsson ,70
Gastón Campi ,70
Arne Feick ,70
Alfredo Juan Mayordomo ,70
Lucas Possignolo ,70
Maciej Wilusz ,70
Jon Flanagan ,70
Fabian Schnellhardt ,70
Olivier Kemen ,70
Lourival Adnan Diniz Prazeres ,70
Jairo Ralph Farnias Almeida ,70
Héctor Verdés Ortega ,70
Danny Ward ,70
Luis García Fernández ,70
Arkadiusz Malarz ,70
Liam Cooper ,70
José Manuel Velázquez ,70
Sammy Ameobi ,70
Joaquín Marín Ruiz ,70
Gheorghe Grozav ,70
Strahil Popov ,70
Yoichiro Kakitani ,70
Elohim Rolland ,70
Miguel Ángel Garrido Cifuentes ,70
Francisco Rodríguez ,70
Thomas Kristensen ,70
Antonio Balzano ,70
Miral Samardžič ,70
Håvard Nielsen ,70
Christian Ramirez ,70
David Cabrera ,70
Felix Platte ,70
Marcel Gaus ,70
Philipp Pentke ,70
Reza Ghoochannejhad ,70
Heriberto Olvera ,70
Erdal Rakip ,70
Gerard Valentín Sancho ,70
Javier Magro Matilla ,70
Ernesto Hernández ,70
Ashley Richards ,70
Robert Leipertz ,70
Samir Memišević ,70
Sebastian Kerk ,70
Martin Victor Álvares Fachini ,70
Mark Flekken ,70
Alvas Powell ,70
Daichi Kamada ,70
William Fernando da Silva ,70
Elierce Barbosa de Souza ,70
Manuel Herrera Yagüe ,70
Micheal Azira ,70
Edno Roberto Cunha ,70
Matej Jonjić ,70
Amro Tarek ,70
Federico Macheda ,70
Nikola Vujadinović ,70
Mark Duffy ,70
Stanislav Tecl ,70
David Fernández Cortázar ,70
Reto Ziegler ,70
Alfredo Ábalos ,70
Darren Keet ,70
Florent Hanin ,70
Bassem Srarfi ,70
Massimo Volta ,70
Guido Marilungo ,70
Mehmet Batdal ,70
Mattia Valoti ,70
Allan Norberto Ardaújo Alves ,70
Matúš Bero ,70
Charlison Benschop ,70
Musa Nyatama ,70
Kristoffer Olsson ,70
Admilson E. Dias de Barros ,70
Sigurd Rosted ,70
Seung Hoon Oh ,70
Pape Abou Cissé ,70
Enda Stevens ,70
Matt Targett ,70
Sam Baldock ,70
Robert Zwinkels ,70
Callum Paterson ,70
Ui Jo Hwang ,70
Lorenzo Faravelli ,70
Carlos Auzqui ,70
Giorgi Kvilitaia ,70
Dumisani Zuma ,70
Diallo Guidileye ,70
Jakob Busk ,70
Brandon Thomas Llamas ,70
Henri Bedimo ,70
Gabriel Castellón ,70
Matteo Brighi ,70
André Filipe Claro de Jesus ,70
Didier Delgado ,70
Ángel González ,70
Nemanja Mihajlović ,70
Luigi Vitale ,70
Robin Himmelmann ,70
Yosuke Kashiwagi ,70
Tyler Adams ,71
Pierre Sagna ,70
Selim Ay ,70
Alin Toşca ,70
Fernando Barrientos ,70
Yairo Moreno ,70
Grant Leadbitter ,70
Stergos Marinos ,70
Joshua John ,70
Artur Guilherme Moraes Gusmão ,70
Dmytro Khomchenovskyi ,70
Anselmo Túlio Marques Barni ,70
Jo Inge Berget ,70
Lucien Owona ,70
S. Jefferson Cerrión ,70
Alam Cristian Araújo Martins ,70
Juan Muñoz Muñoz ,70
Juan Agudelo ,70
Renato Fred Baumer Trigo ,70
Jason Pearce ,70
Alberto Cifuentes Martínez ,70
Ezequiel Unsain ,70
Josh McEachran ,70
Paweł Wszołek ,70
Jordan Rhodes ,70
Borja Lasso De La Vega ,70
Ignacio González ,70
Lennart Thy ,70
Stuart Dallas ,70
Sandy Walsh ,70
Federico Mattiello ,70
Ehsan Haji Safi ,70
Rodrigo Cunha Pereira de Pinho ,70
Alexandre Jonas Santos Fernandes ,70
Marlon Pack ,70
Pablo Martinez ,70
Joe Worrall ,70
Francisco Jose Sánchez Rodriguez ,70
Uffe Bech ,70
Christian Vilches ,70
Cristian Bonilla ,70
Cyriel Dessers ,70
Jefferson De Jesus Santos ,70
Brian Lozano ,70
Michael Mancienne ,70
Bjørn Johnsen ,70
Andrea Seculin ,70
Rob Schoofs ,70
Stefan Kutschke ,70
Victor Hugo Santana Carvalho ,70
Arnaud Djoum ,70
Jonathan Mensah ,70
Valerio Di Cesare ,70
Federico Vico Villegas ,70
Emiliano Martínez ,70
Bernardo Víctor Cruz Torres ,70
Pierluigi Gollini ,70
Evangelos Oikonomou ,70
Yeferson Soteldo ,70
Edgar Benítez ,70
Danny Blum ,70
Michael Hefele ,70
Filippo Romagna ,70
Sean Johnson ,70
Ho Nam Kim ,70
Aaron Hughes ,70
Cristian Săpunaru ,70
Issiar Dia ,70
Dušan Kuciak ,70
Samir Saad ,70
Mateus Alberto Contreira Gonçalves ,70
Tae Hwan Kim ,71
Alexandre Geijo Pazos ,70
Lebo Mothiba ,70
Luke Garbutt ,70
Marcos Alam Bastos Domingues ,70
Yoshifumi Kashiwa ,70
Eric Ocansey ,70
Michal Trávník ,70
Eunan O'Kane ,70
Seung Gi Lee ,70
Craig Forsyth ,70
Christophe Hérelle ,70
Daryl Murphy ,70
Zhipeng Jiang ,70
Florian Klein ,70
Georgiy Tigiev ,70
Maximiliano Coronel ,70
Sokratis Dioudis ,70
Raffaele Di Gennaro ,70
Cristian Lucchetti ,70
Gianni Zuiverloon ,70
John Bostock ,70
Jorge Villafaña ,70
Jonas Knudsen ,70
Quentin Martinus ,70
Alexandr Zuev ,70
James Vaughan ,70
Fernando De Paul ,70
Facundo Silva ,70
Kwang Suk Kim ,70
Nicolás Carreño ,70
Jonathan Ávila ,70
Jeffrén Isaías Suárez Bermúdez ,70
Eun Sun Kim ,70
Vítor Emanuel Cruz da Silva ,70
Didier Moreno ,70
Gonzalo Verón ,70
Olivier Boscagli ,70
Cameron Jerome ,70
Marco D'Alessandro ,70
Claudio Corvalán ,70
Neal Maupay ,70
Renaldo Lorenzo Justinho Neves ,70
Adrian Stoian ,70
Christopher Dibon ,70
Macario André Louro Padilha ,70
Steve De Ridder ,70
Will Grigg ,70
Efraín Velarde ,70
David Jones ,70
Ricardo Abel Barbosa Ferreira ,70
Gaëtan Belaud ,70
Maksym Koval ,70
Nicolás Romat ,70
Miguel Barbieri ,70
Luís Miguel Coimbra Aurélio ,70
Marco Djuricin ,70
Rodrigo Braña ,70
Leandro Benegas ,70
Pedro Antonio Sánchez Moñino ,70
Joo Ho Park ,70
Pedro José da Silva Trigueira ,70
Gonçalo José Gonçalves Santos ,70
Tim Kleindienst ,70
Javier Abella ,70
Taras Romanczuk ,70
Raphael William Paneira Rochedo ,70
Jailson Pietro Oliva Chiamulera ,70
Tommaso Bianchi ,70
Jorge Sáenz de Miera ,70
Nicola Leali ,70
Lucas Aveldaño ,70
Kenneth Otigba ,70
Julian Schauerte ,70
Ricardo Jérez ,69
Christian Ramos ,70
Dušan Cvetinović ,70
Sławomir Peszko ,70
Guido Milan ,70
Riccardo Orsolini ,70
Munir Mohand Mohamedi ,70
Joris Marveaux ,70
Moussa Kone ,70
Carlos Fernández Luna ,70
Behrang Safari ,70
Carlos Luna ,70
Marco Varnier ,70
Aitor García Flores ,70
Lukas Spalvis ,70
Ethan Horvath ,70
Anderson Miguel da Silva ,70
Jakub Brabec ,70
Sokol Çikalleshi ,70
Marcin Wasilewski ,70
Sebastian Griesbeck ,70
Jonathan Benítez ,70
Diogo Nathan Peixe Barreto ,70
Andris Vaņins ,70
Enrico Valentini ,70
Jonathan Lopera ,70
Nelson Ibáñez ,70
Avraam Papadopoulos ,70
Christian Kouamé ,70
Pablo Escobar ,70
Nasser Al Shamrani ,70
Facundo Quignon ,70
Mathias Jensen ,70
Daniele Dessena ,70
Jack Marriott ,70
Lorenzo Venuti ,70
Jean Meneses ,70
Rafael Carrascal ,70
Maximiliano Olivera ,70
Manuel Jesús Vázquez Florido ,70
Liam Kelly ,70
Jérémy Gélin ,70
Nana Opoku Ampomah ,70
Pedro Quiñonez ,70
Themba Zwane ,70
Oliver Burke ,70
Robert Mazáň ,70
Enzo Leandro Chissano Baia ,70
Nicolás Leguizamón ,70
Bryan Cabezas ,70
David Meyler ,70
Gonzalo Espinoza ,70
Dorin Rotariu ,70
Andrija Balić ,70
Hassan Muath Fallatah ,70
Juan Carlos Real Ruiz ,70
Breno Evandro Bemposta Dimas ,70
Brecht Capon ,70
Cheikh M'Bengue ,70
Israel Jiménez ,70
David Depetris ,70
Luís Carlos Ramos Martins ,70
Franck Berrier ,70
Jean Cleber Santos da Silva ,70
Oleg Danchenko ,70
Guillermo Fernández Hierro ,70
Christian Kouakou ,70
Mauricio Casierra ,70
Paul Huntington ,70
Lucas Diarte ,70
Francisco José Villalba Rodrigo ,70
Lee Peltier ,70
Arnold Bouka Moutou ,70
Harlee Dean ,70
Pavel Yakovlev ,70
Eirik Ulland Andersen ,70
Edin Cocalić ,70
Craig Bryson ,70
Mason Mount ,70
Nicolas Viola ,70
Dong Gook Lee ,70
Mukhtar Omar Fallatah ,70
Kerim Mrabti ,70
Jonathan Rivierez ,70
Edwin Gyasi ,70
Francisco Carbia Barrera ,70
Emyr Huws ,70
Lautaro Giannetti ,70
Sebastian Larsson ,70
Ruud Boffin ,70
Waleed Bakhashwain ,70
Robin Ramírez ,70
Jack Hunt ,70
Michiel Jonckheere ,70
Mustafa Yumlu ,70
Alexander Milošević ,70
Taleb Tawatha ,70
Simon Gustafson ,70
Dany Nounkeu ,70
Marco Ilaimaharitra ,70
Paul Gallagher ,70
Vicemte Ernesto Tófoli Laranjeiras ,70
Michael Morrison ,70
Michael Pérez ,70
Jawad El Yamiq ,70
Floyd Ayité ,70
Franco Zuculini ,70
Jean-Pierre Nsame ,70
Andriy Bogdanov ,70
Julian Schuster ,70
Abdoulaye Diallo ,70
Joffrey Cuffaut ,70
Adnane Tighadouini ,70
Yoann Touzghar ,70
Pablo Valcarce Vidal ,70
Enrique Triverio ,70
Bernd Nehrig ,70
Mike Vanhamel ,70
Julien Faussurier ,70
Enrique Bologna ,70
Rúnar Már Sigurjónsson ,70
Kosuke Nakamura ,71
Mauro Formica ,70
Ermir Lenjani ,70
Leonardo Capezzi ,70
Danilo Moreno Asprilla ,70
Gonzalo Escobar ,70
Mattias Johansson ,70
Ola John ,70
Vasco André Moreira da Rocha ,70
Jan Rosenthal ,70
Bartosz Salamon ,70
Adam Forshaw ,70
Giorgos Koutroumpis ,70
Emanuele Terranova ,70
Yasser Al Mosailem ,70
Severino Pedro Santos Hermes ,70
Kevin Müller ,70
Rasmus Lindgren ,70
Julio César Domínguez ,70
Vanderley Dias Marinho ,70
Magomed Mitrishev ,70
Raffaele Pucino ,70
Anthony Gonçalves ,70
Sergio Mora Sánchez ,70
Ryan Christie ,70
Lucas Henrique Ferreira Venuto ,70
Daniel Halfar ,70
Rajiv van La Parra ,70
Ciro Rius ,70
Danny Ward ,70
Wagner da Silva Souza ,70
Dimitar Rangelov ,70
Denis Linsmayer ,70
Dankler Luis de Jesus Pereira ,70
Edder Farias ,70
Charilaos Charisis ,70
Michael Madl ,70
Amadou Haidara ,70
Mickaël Cuisance ,70
Abdoul Sissoko ,70
Yahia Sulaiman Al Shehri ,70
Manuel García ,70
Sung Jin Jo ,70
Hiroki Yamada ,70
Piotr Leciejewski ,70
Essam El Hadary ,70
Roland Varga ,70
Paulo Gazzaniga ,70
Jhon Murillo ,70
José San Román ,70
Semir Štilić ,70
Abdul Ajagun ,70
Muammer Yıldırım ,70
Saberto Josué Botelho Rios ,70
Valber Huerta ,70
Vurnon Anita ,70
Callum McManaman ,70
Nick Powell ,70
Spas Delev ,70
Abel Issa Camará ,70
Bruno Urribarri ,70
Sascha Burchert ,70
Alex Baptiste ,70
Albert Acevedo ,69
Reinaldo Lenis ,70
Javier García ,70
Nicolás Colazo ,70
Óscar Melendo Jiménez ,70
Emil Salomonsson ,70
Pablo Álvarez ,70
George Boyd ,70
Kirill Kombarov ,70
Mathias Wittek ,70
Ban Suk Oh ,70
Francesco Vicari ,70
Kubilay Kanatsızkuş ,70
Jonathan Grounds ,70
Francesco Renzetti ,70
Alejandro Chumacero ,70
José Artur de Lima Junior ,70
James Meredith ,70
Luis Miguel Rodríguez ,70
Sadio Diallo ,70
Mikkel Duelund ,70
Oussama Idrissi ,70
Feiver Mercado ,70
Hanchao Yu ,70
Carl Ikeme ,70
Ikechi Anya ,70
Nilson Leôncio Padilho Borges ,70
Gabriel Gómez ,70
Darnell Fisher ,70
Roy Kortsmit ,70
Javier Lara Grande ,70
Cédric Yambéré ,70
Markus Karl ,70
Mohamed Fouzair ,70
Yura Movsisyan ,70
David Querol Blanco ,70
Salih Özcan ,70
Alan Browne ,70
Ola Aina ,70
Arturo Mina ,70
Óscar Scarione ,70
Jack Harrison ,70
